Start_Lat,Start_Lng,Distance(mi),Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Severity
36.989204,-122.022141,0.0,64.9,63.0,29.94,10.0,5.8,2
38.655796,-121.533295,0.0,95.0,29.0,29.77,10.0,10.4,2
38.496033,-121.446091,0.0,91.0,28.0,29.78,10.0,11.5,2
37.840397,-122.023911,0.0,73.0,46.0,29.89,10.0,8.1,2
37.708939,-121.723686,0.0,73.0,48.0,29.92,10.0,6.9,3
37.743294,-121.343498,0.0,68.0,65.0,29.88,10.0,9.2,2
38.02101500000001,-121.329979,0.0,81.0,39.0,29.91,10.0,6.9,2
37.82193400000001,-121.291641,0.0,81.0,39.0,29.91,10.0,6.9,2
37.708939,-121.723686,0.0,82.0,37.0,29.91,10.0,8.1,2
37.701584,-121.906929,0.0,86.0,33.0,29.91,10.0,11.5,2
37.752041,-121.467834,0.0,86.0,33.0,29.91,10.0,11.5,3
37.762657,-121.439957,0.0,88.0,30.0,29.89,10.0,6.9,3
38.02545900000001,-122.112236,0.0,73.0,46.0,29.89,10.0,8.1,3
37.294281,-121.938446,0.0,70.0,53.0,29.94,10.0,12.7,2
37.56221,-121.905434,0.0,73.0,48.0,29.92,10.0,6.9,3
37.90270200000001,-122.515602,0.0,57.2,88.0,29.95,8.0,4.6,2
37.554943,-121.916428,0.0,68.0,59.0,29.96,10.0,3.5,3
37.68528,-122.129913,0.0,64.9,63.0,29.99,10.0,6.9,3
37.771893,-122.156456,0.0,64.0,67.0,29.97,10.0,5.8,2
38.216862,-122.13784,0.0,60.1,78.0,29.96,10.0,13.8,3
37.769646,-122.417847,0.0,64.0,67.0,29.96,10.0,8.1,2
37.419121,-121.959335,0.0,70.0,53.0,29.94,10.0,12.7,2
37.869522,-122.304764,0.0,69.1,57.0,29.96,10.0,18.4,3
37.652134,-122.098732,0.0,73.0,44.0,29.97,10.0,12.7,3
37.690754,-122.092361,0.0,75.0,43.0,29.98,10.0,15.0,3
37.640194,-122.090424,0.0,75.0,43.0,29.98,10.0,15.0,3
37.27042,-121.947571,0.0,80.1,45.0,29.92,10.0,11.5,2
38.328682,-122.712646,0.0,77.0,50.0,29.95,10.0,8.1,2
38.298443,-122.127007,0.0,69.1,58.0,29.91,10.0,21.9,2
38.314129,-122.735497,0.0,75.2,50.0,29.95,10.0,12.7,2
37.747536,-122.420242,0.0,72.0,51.0,29.94,10.0,8.1,2
38.21431,-122.137764,0.0,66.9,63.0,29.9,10.0,18.4,3
38.24052800000001,-122.090614,0.0,66.9,63.0,29.9,10.0,18.4,3
38.493195,-122.787529,0.0,73.9,48.0,29.91,10.0,12.7,2
37.022377,-121.566429,0.0,71.6,53.0,29.95,10.0,13.8,2
38.258347,-122.062263,0.0,76.8,42.0,29.85,10.0,26.5,3
38.361576,-121.969482,0.0,82.9,36.0,29.83,10.0,13.8,3
38.368801,-121.958611,0.0,82.9,36.0,29.83,10.0,13.8,3
38.161751,-122.209831,0.0,59.0,87.0,29.92,10.0,19.6,3
39.117805,-120.9496,0.0,75.2,34.0,30.06,10.0,,2
37.877399,-121.341644,0.0,72.0,57.0,29.89,10.0,5.8,2
37.631477,-122.084183,0.0,57.0,77.0,30.01,7.0,8.1,3
38.091572,-122.230301,0.0,55.0,93.0,29.95,10.0,10.4,3
37.701103,-122.02116399999998,0.0,57.0,77.0,30.01,7.0,8.1,3
38.061611,-122.16616100000002,0.0,59.0,72.0,29.9,10.0,8.1,2
37.495384,-121.923294,0.0,59.0,87.0,30.0,10.0,3.5,3
37.281792,-121.808235,0.0,82.4,35.0,30.02,10.0,5.8,2
37.731579,-122.423332,0.0,57.0,81.0,29.99,10.0,5.8,3
37.592278,-122.364479,0.0,57.0,81.0,29.99,10.0,5.8,2
37.473282,-122.208946,0.0,59.0,82.0,29.99,10.0,,2
37.475605,-122.188393,0.0,59.0,94.0,30.01,10.0,3.5,2
37.323597,-121.890251,0.0,63.0,65.0,29.98,10.0,6.9,2
37.94365300000001,-121.741966,0.0,62.1,70.0,29.95,10.0,3.5,2
37.902588,-122.514198,0.0,,,,,,2
37.897408,-122.311752,0.0,55.9,77.0,29.93,10.0,5.8,3
37.962944,-122.054352,0.0,57.0,77.0,29.91,10.0,10.4,3
37.701668,-121.769699,0.0,57.0,77.0,29.95,10.0,3.5,3
38.145916,-122.110031,0.0,51.1,96.0,30.0,10.0,,3
37.69342,-122.391762,0.0,55.9,84.0,30.01,10.0,4.6,2
37.520306,-121.98381,0.0,59.0,94.0,30.01,10.0,3.5,3
37.323948,-121.892509,0.0,60.1,72.0,30.02,10.0,11.5,3
37.902161,-121.466637,0.0,64.0,70.0,29.97,10.0,6.9,2
37.739788,-121.361725,0.0,62.1,72.0,29.95,10.0,10.4,2
38.157447999999995,-121.261864,0.0,64.0,70.0,29.97,10.0,6.9,2
37.994217,-122.532051,0.0,,,,,,2
37.866753,-122.303642,0.0,61.0,72.0,30.04,10.0,4.6,3
38.005135,-122.037445,0.0,64.0,60.0,29.96,10.0,10.4,2
37.83567,-122.484612,0.0,64.9,70.0,30.04,10.0,10.4,2
37.808498,-122.366852,0.0,66.9,61.0,30.04,10.0,10.4,3
37.993839,-122.532051,0.0,,,,,,2
37.973145,-121.24733,0.0,86.0,33.0,29.97,10.0,10.4,2
37.904812,-121.222191,0.0,86.0,33.0,29.97,10.0,10.4,2
37.807072,-122.475616,0.0,66.0,68.0,30.04,10.0,12.7,2
37.721279,-122.448204,0.0,66.0,68.0,30.04,10.0,12.7,3
38.007431,-122.541946,0.0,,,,,,2
37.795124,-122.266594,0.0,66.9,59.0,30.03,10.0,19.6,3
37.650105,-122.406868,0.0,69.1,61.0,30.02,10.0,11.5,2
37.973145,-121.24733,0.0,91.0,25.0,29.94,10.0,10.4,2
38.148804,-122.380699,0.0,69.1,61.0,29.97,10.0,20.7,2
37.881908,-122.308258,0.0,68.0,56.0,30.02,10.0,18.4,3
38.076405,-122.231857,0.0,69.1,61.0,29.97,10.0,20.7,3
37.631477,-122.084183,0.0,75.0,41.0,30.04,10.0,12.7,3
37.851887,-122.025787,0.0,84.9,26.0,29.93,10.0,15.0,2
37.806862,-121.990784,0.0,84.9,26.0,29.93,10.0,15.0,3
38.373062,-122.912117,0.0,75.9,43.0,29.96,10.0,12.7,2
38.150932,-122.566864,0.0,,,,,,2
37.258492,-122.122276,0.0,77.0,50.0,29.98,10.0,15.0,2
37.259731,-121.953011,0.0,77.0,50.0,29.98,10.0,15.0,2
38.376839,-122.202377,0.0,69.1,61.0,29.96,10.0,18.4,2
37.74382,-122.199333,0.0,66.9,61.0,30.01,10.0,18.4,3
37.37466,-122.062012,0.0,73.9,55.0,30.0,10.0,11.5,2
37.678638,-122.128578,0.0,75.0,41.0,30.02,10.0,13.8,2
37.648651,-122.096718,0.0,75.0,41.0,30.02,10.0,13.8,3
37.421535,-121.93466200000002,0.0,77.0,50.0,29.98,10.0,15.0,2
37.932056,-122.40361,0.0,86.0,20.0,29.9,10.0,13.8,3
37.759823,-122.392258,0.0,66.9,61.0,30.0,10.0,15.0,3
37.458187,-122.227028,0.0,73.4,50.0,29.99,10.0,11.5,2
38.086765,-122.204269,0.0,69.1,61.0,29.95,10.0,15.0,2
38.369675,-121.957893,0.0,90.0,29.0,29.92,10.0,11.5,3
38.207676,-122.156708,0.0,69.1,61.0,29.95,10.0,15.0,2
37.701363,-121.849533,0.0,79.0,39.0,29.92,10.0,11.5,3
38.433128,-122.726196,0.0,60.1,75.0,29.96,10.0,11.5,2
38.014961,-122.269531,0.0,70.0,41.0,29.91,10.0,10.4,3
37.367962,-121.846008,0.0,73.4,57.0,29.99,10.0,9.2,3
37.819054,-122.267166,0.0,60.1,78.0,30.0,10.0,15.0,2
37.74055900000001,-121.58578500000002,0.0,68.0,55.0,29.94,10.0,13.8,3
37.335224,-122.393471,0.0,55.4,100.0,30.05,5.0,9.2,2
37.63140900000001,-122.07336399999998,0.0,60.1,69.0,30.03,10.0,12.7,2
37.994461,-122.069885,0.0,64.0,54.0,29.91,10.0,8.1,2
37.739334,-121.59082,0.0,68.0,55.0,29.94,10.0,13.8,3
37.300701,-122.032097,0.0,63.0,75.0,30.01,10.0,3.5,2
37.70071400000001,-121.773895,0.0,62.1,67.0,29.98,10.0,9.2,3
37.910938,-121.622955,0.0,62.1,67.0,29.98,10.0,9.2,2
38.598305,-121.415367,0.0,71.6,46.0,29.93,10.0,11.5,2
38.085796,-122.210022,0.0,55.0,89.0,29.98,10.0,4.6,3
37.99057,-122.130013,0.0,60.1,67.0,29.94,10.0,8.1,2
37.964088,-122.296173,0.0,60.1,67.0,29.94,10.0,8.1,2
38.34832,-122.713165,0.0,53.6,100.0,30.04,5.0,5.8,2
37.848976,-122.298775,0.0,57.0,83.0,30.01,10.0,9.2,3
37.84893,-122.228455,0.0,57.0,83.0,30.01,10.0,8.1,2
38.325081,-122.023865,0.0,57.7,84.0,29.92,10.0,25.3,3
38.341305,-122.011642,0.0,66.0,54.0,29.9,10.0,13.8,3
37.828945,-122.293152,0.0,57.9,81.0,30.01,10.0,5.8,3
38.026455,-121.94194,0.0,57.0,77.0,29.93,10.0,13.8,2
38.278137,-121.933876,0.0,55.9,87.0,29.92,10.0,26.5,2
37.258492,-122.122276,0.0,59.0,75.0,29.99,10.0,8.1,2
37.328423,-121.870827,0.0,57.9,78.0,29.99,10.0,9.2,3
37.733096999999994,-122.405617,0.0,55.0,83.0,30.01,10.0,4.6,2
37.718681,-122.144203,0.0,59.0,78.0,30.01,10.0,6.9,2
38.29994600000001,-122.033798,0.0,55.0,87.0,29.94,10.0,21.9,3
37.769646,-122.417847,0.0,57.0,77.0,30.02,10.0,3.5,2
37.720791,-122.400223,0.0,57.0,77.0,30.02,10.0,3.5,2
38.014099,-121.996925,0.0,57.9,72.0,29.96,10.0,5.8,2
36.856303999999994,-121.796333,0.0,54.0,97.0,30.06,2.5,,2
38.094234,-121.259811,0.0,64.0,70.0,29.97,10.0,8.1,2
37.325378,-121.110138,0.0,68.0,56.0,29.95,10.0,6.9,3
38.966747,-122.737801,0.0,57.0,81.0,29.99,10.0,6.9,2
38.658825,-121.369026,0.0,64.4,59.0,29.98,10.0,12.7,2
37.757057,-121.963577,0.0,64.9,63.0,30.0,10.0,4.6,3
36.900017,-121.690536,0.0,55.0,93.0,30.07,10.0,3.5,2
36.401604,-121.580772,0.0,54.0,90.0,30.11,10.0,,2
37.780823,-121.973915,0.0,72.0,48.0,29.97,10.0,11.5,2
38.244254999999995,-122.082726,0.0,68.2,59.0,29.98,10.0,24.2,3
37.701384999999995,-121.85157,0.0,75.0,44.0,29.99,10.0,8.1,3
37.841564,-122.486053,0.0,66.0,65.0,30.04,10.0,9.2,2
36.570919,-121.747116,0.0,61.0,72.0,30.1,10.0,5.8,2
37.671474,-122.121704,0.0,69.1,53.0,30.06,10.0,9.2,2
39.128215999999995,-121.837852,0.0,80.1,40.0,29.98,10.0,11.5,2
37.385647,-121.454826,0.0,79.0,39.0,29.99,10.0,9.2,2
37.766459999999995,-122.405273,0.0,68.0,63.0,30.04,10.0,9.2,2
37.854958,-122.493698,0.0,68.0,63.0,30.04,10.0,9.2,2
36.732159,-121.648132,0.0,63.0,70.0,30.1,10.0,13.8,2
37.808498,-122.366852,0.0,69.1,58.0,30.04,10.0,18.4,3
38.363625,-122.293732,0.0,69.1,61.0,30.0,10.0,19.6,2
37.190914,-121.993423,0.0,79.0,45.0,30.0,10.0,13.8,2
38.139957,-122.255981,0.0,69.1,61.0,29.99,10.0,21.9,2
37.627369,-122.081245,0.0,73.9,46.0,30.05,10.0,12.7,3
36.97372100000001,-121.967422,0.0,66.0,65.0,30.08,10.0,11.5,2
39.204506,-121.077827,0.0,82.4,16.0,30.11,10.0,4.6,2
37.822662,-122.261421,0.0,69.1,61.0,30.04,10.0,15.0,3
38.141490999999995,-122.236702,0.0,68.0,63.0,29.97,10.0,24.2,2
39.05787700000001,-122.912941,0.0,89.1,34.0,29.91,10.0,8.1,2
37.774548,-121.179276,0.0,90.0,27.0,29.92,10.0,9.2,2
38.89378,-122.246353,0.0,71.1,57.0,29.97,10.0,10.4,2
38.81589500000001,-121.307259,0.0,91.4,23.0,29.91,10.0,9.2,2
38.495975,-121.459145,0.0,82.9,37.0,29.92,10.0,12.7,2
37.902161,-121.466637,0.0,90.0,30.0,29.9,10.0,10.4,2
38.496132,-121.441521,0.0,82.0,41.0,29.88,10.0,9.2,2
37.76465200000001,-121.41069,0.0,88.0,32.0,29.89,10.0,10.4,3
38.537155,-121.458549,0.0,82.0,41.0,29.88,10.0,9.2,2
37.67046,-121.453957,0.0,75.0,46.0,29.92,10.0,15.0,3
37.646,-121.414276,0.0,75.0,46.0,29.92,10.0,15.0,2
38.617805,-121.38298799999998,0.0,82.4,37.0,29.88,10.0,12.7,2
38.661255,-121.372475,0.0,82.4,37.0,29.88,10.0,12.7,2
38.660866,-121.346825,0.0,82.4,37.0,29.88,10.0,12.7,3
38.655066999999995,-121.447731,0.0,82.4,37.0,29.88,10.0,11.5,2
38.563334999999995,-121.638611,0.0,82.4,39.0,29.86,10.0,5.8,2
38.484352,-121.41333799999998,0.0,73.9,50.0,29.88,10.0,9.2,2
38.496082,-121.452682,0.0,73.9,50.0,29.88,10.0,9.2,2
38.465397,-121.371849,0.0,78.8,44.0,29.89,10.0,8.1,2
38.71291,-120.902939,0.0,75.2,38.0,30.03,10.0,6.9,2
38.291718,-121.264381,0.0,70.0,57.0,29.88,10.0,6.9,2
38.886627,-121.216896,0.0,78.8,42.0,29.97,10.0,5.8,2
38.680347,-121.016747,0.0,71.6,57.0,29.89,10.0,5.8,2
39.394768,-123.391548,0.0,73.9,52.0,29.91,10.0,,2
38.592033,-121.552322,0.0,64.9,68.0,29.9,10.0,9.2,3
38.595797999999995,-121.383102,0.0,68.0,60.0,29.91,10.0,8.1,2
38.510998,-121.298103,0.0,68.0,60.0,29.91,10.0,8.1,2
38.663673,-120.96405,0.0,68.0,49.0,30.04,10.0,5.8,2
38.723633,-122.54211399999998,0.0,53.1,93.0,29.97,10.0,5.8,2
38.364712,-121.964409,0.0,69.1,51.0,29.89,10.0,9.2,3
38.925217,-120.79409,0.0,73.4,47.0,29.98,10.0,5.8,2
37.705963,-121.084999,0.0,72.0,51.0,29.91,10.0,8.1,2
38.655796,-121.533295,0.0,63.0,70.0,29.89,10.0,12.7,3
37.808121,-122.367249,0.0,57.9,81.0,30.01,10.0,8.1,3
38.27243,-122.670288,0.0,53.6,100.0,30.03,6.0,5.8,2
38.026749,-121.939728,0.0,57.9,78.0,29.94,10.0,10.4,2
37.324471,-121.887871,0.0,61.0,78.0,29.99,7.0,5.8,2
39.414986,-121.688126,0.0,72.0,59.0,29.91,10.0,9.2,2
38.487915,-121.408829,0.0,59.0,81.0,29.92,10.0,6.9,2
36.810184,-121.379021,0.0,55.4,100.0,30.03,10.0,5.8,2
37.824345,-122.310646,0.0,57.9,81.0,30.01,10.0,8.1,3
37.638309,-120.787628,0.0,71.1,53.0,29.91,10.0,8.1,2
38.651775,-121.382942,0.0,62.6,68.0,29.93,9.0,12.7,2
38.384762,-121.937996,0.0,64.0,63.0,29.89,10.0,6.9,3
37.710827,-122.456375,0.0,55.9,84.0,30.0,10.0,5.8,3
37.734898,-122.408661,0.0,57.0,81.0,30.0,10.0,9.2,3
37.255756,-121.875954,0.0,57.2,82.0,30.02,10.0,9.2,2
37.769375,-122.405533,0.0,55.9,84.0,30.0,10.0,5.8,2
37.90094000000001,-122.310699,0.0,57.9,78.0,29.93,10.0,8.1,3
37.878184999999995,-122.307175,0.0,59.0,78.0,30.0,10.0,10.4,3
38.138962,-122.220047,0.0,54.0,93.0,29.96,10.0,12.7,2
37.70089,-121.922325,0.0,57.0,87.0,29.97,10.0,8.1,3
37.70248400000001,-121.740356,0.0,57.0,87.0,29.97,10.0,8.1,3
37.810501,-122.248596,0.0,59.0,78.0,29.98,10.0,6.9,3
38.076405,-122.231857,0.0,53.1,93.0,29.95,10.0,10.4,3
37.783794,-122.178375,0.0,59.0,78.0,29.98,10.0,6.9,2
38.02545900000001,-122.112236,0.0,59.0,75.0,29.92,10.0,10.4,3
37.257313,-121.79615,0.0,57.2,82.0,30.02,10.0,9.2,2
37.701862,-122.074013,0.0,60.1,72.0,30.01,10.0,3.5,2
37.995426,-121.781479,0.0,57.9,75.0,29.93,10.0,10.4,2
37.810478,-122.364555,0.0,60.1,72.0,30.01,10.0,5.8,3
37.414955,-121.912964,0.0,60.1,75.0,30.01,10.0,6.9,3
38.865856,-121.61953,0.0,62.6,63.0,29.93,10.0,11.5,2
36.989441,-122.020279,0.0,57.0,89.0,30.05,10.0,4.6,2
38.017284,-121.89016,0.0,63.0,63.0,29.95,10.0,11.5,2
38.550488,-121.427864,0.0,62.1,70.0,29.96,10.0,10.4,2
37.49221,-122.386093,0.0,55.4,100.0,30.06,3.0,9.2,2
36.978031,-121.910309,0.0,57.0,89.0,30.05,10.0,4.6,2
36.808407,-121.622864,0.0,59.0,78.0,30.05,10.0,,2
36.576469,-121.494186,0.0,59.0,78.0,30.05,10.0,,2
36.931473,-121.476517,0.0,57.2,100.0,30.05,10.0,4.6,2
38.236843,-122.619812,0.0,53.6,100.0,30.05,10.0,5.8,2
37.950523,-122.533669,0.0,,,,,,2
38.337143,-122.016502,0.0,66.9,59.0,29.96,10.0,9.2,3
36.525269,-121.467873,0.0,59.0,78.0,30.05,10.0,,2
37.657974,-121.902954,0.0,66.0,63.0,29.99,10.0,10.4,3
37.040836,-121.623329,0.0,59.0,77.0,30.05,10.0,10.4,2
38.354931,-122.71303600000002,0.0,55.4,94.0,30.05,10.0,5.8,2
37.807072,-122.475616,0.0,64.0,65.0,30.01,10.0,10.4,2
37.146614,-121.623833,0.0,60.8,72.0,30.04,10.0,11.5,2
37.884136,-122.553726,0.0,,,,,,2
37.632156,-122.437218,0.0,66.0,54.0,30.02,10.0,8.1,3
37.640194,-122.090424,0.0,64.0,63.0,30.04,10.0,8.1,3
37.408371,-122.068733,0.0,71.1,53.0,30.02,10.0,8.1,2
37.560722,-122.035637,0.0,68.0,73.0,30.01,10.0,9.2,3
36.403473,-121.316559,0.0,64.9,65.0,30.04,10.0,10.4,2
37.541626,-122.28508,0.0,66.2,64.0,30.02,10.0,9.2,2
37.847965,-122.027657,0.0,71.1,49.0,29.95,10.0,10.4,3
37.520065,-121.983055,0.0,68.0,73.0,30.01,10.0,9.2,3
37.463634000000006,-121.18058,0.0,78.1,45.0,29.95,10.0,9.2,3
37.694229,-122.103615,0.0,66.0,59.0,30.05,10.0,12.7,2
37.808361,-122.241493,0.0,64.0,63.0,30.03,10.0,15.0,3
36.988197,-121.975105,0.0,64.9,63.0,30.05,10.0,8.1,2
38.694489,-121.362862,0.0,73.4,50.0,29.96,10.0,9.2,2
37.509953,-122.251465,0.0,68.0,60.0,30.01,10.0,8.1,2
38.376232,-122.025589,0.0,81.0,39.0,29.93,10.0,9.2,2
38.449966,-121.942123,0.0,81.0,39.0,29.93,10.0,9.2,3
37.637959,-122.404564,0.0,66.0,59.0,30.01,10.0,19.6,2
38.01071500000001,-122.017548,0.0,73.0,44.0,29.94,10.0,8.1,2
37.701092,-121.846252,0.0,78.1,40.0,29.94,10.0,15.0,3
38.150757,-122.449348,0.0,71.6,57.0,29.99,10.0,5.8,2
37.737331,-122.19333600000002,0.0,68.0,55.0,30.0,10.0,16.1,3
37.331429,-121.995651,0.0,73.9,53.0,29.96,10.0,13.8,2
38.292908,-121.631325,0.0,77.0,44.0,29.91,10.0,23.0,2
38.456692,-121.410385,0.0,80.1,42.0,29.91,10.0,11.5,2
37.04007,-120.680801,0.0,89.1,25.0,29.88,10.0,8.1,2
36.605492,-121.557144,0.0,66.0,63.0,30.04,10.0,11.5,2
38.496071,-121.4291,0.0,80.1,42.0,29.91,10.0,11.5,2
37.03743400000001,-121.307281,0.0,71.6,57.0,29.99,10.0,17.3,2
38.57513,-121.546982,0.0,80.1,42.0,29.91,10.0,11.5,3
38.563847,-121.636665,0.0,84.2,37.0,29.89,10.0,6.9,3
38.532188,-121.458908,0.0,82.0,38.0,29.88,10.0,8.1,2
38.64109000000001,-121.451973,0.0,84.2,30.0,29.89,10.0,8.1,3
38.59343,-121.444771,0.0,82.4,35.0,29.9,10.0,10.4,3
38.678669,-121.244347,0.0,82.4,35.0,29.9,10.0,10.4,2
38.671204,-121.548538,0.0,84.0,38.0,29.86,10.0,10.4,3
38.641693,-121.462143,0.0,84.2,30.0,29.89,10.0,8.1,3
38.57724,-121.525108,0.0,82.0,38.0,29.86,10.0,10.4,3
38.281345,-121.457092,0.0,82.0,38.0,29.88,10.0,8.1,2
38.713104,-121.084824,0.0,84.2,33.0,29.88,10.0,8.1,2
38.63179,-121.398041,0.0,84.2,30.0,29.87,10.0,9.2,3
38.559593,-121.372551,0.0,84.2,30.0,29.86,10.0,8.1,3
38.177322,-121.262314,0.0,86.0,33.0,29.86,10.0,10.4,2
38.803173,-121.205345,0.0,89.6,20.0,29.83,10.0,8.1,3
38.553635,-121.473969,0.0,79.0,40.0,29.84,10.0,11.5,3
38.567772,-121.511696,0.0,79.0,40.0,29.84,10.0,11.5,3
38.557014,-121.472885,0.0,79.0,40.0,29.84,10.0,11.5,2
38.64341,-121.434265,0.0,84.2,30.0,29.85,10.0,10.4,3
38.229424,-121.433434,0.0,79.0,40.0,29.84,10.0,11.5,3
36.989784,-121.383583,0.0,64.4,68.0,29.96,10.0,17.3,2
38.881668,-121.973701,0.0,80.1,42.0,29.82,10.0,12.7,3
38.698406,-121.328033,0.0,78.8,39.0,29.85,9.0,11.5,2
37.564159,-122.039009,0.0,60.1,67.0,29.99,10.0,16.1,3
38.208424,-121.558601,0.0,72.0,49.0,29.84,10.0,10.4,2
38.689823,-121.438393,0.0,77.0,41.0,29.85,9.0,11.5,2
37.532864,-121.938316,0.0,62.1,75.0,29.96,10.0,15.0,3
38.375415999999994,-121.477028,0.0,72.0,49.0,29.84,10.0,10.4,3
38.510151,-121.459702,0.0,72.0,49.0,29.84,10.0,10.4,2
37.792629,-121.189903,0.0,78.1,33.0,29.86,10.0,16.1,2
37.92961500000001,-120.640785,0.0,80.6,26.0,29.93,10.0,3.5,2
38.115032,-121.492958,0.0,73.0,38.0,29.86,10.0,15.0,2
38.538242,-121.473648,0.0,66.9,59.0,29.86,10.0,6.9,2
38.628757,-121.405525,0.0,73.4,44.0,29.86,10.0,11.5,3
38.642338,-121.367226,0.0,73.4,44.0,29.86,10.0,11.5,2
38.603214,-121.435478,0.0,71.6,46.0,29.86,10.0,11.5,3
39.210934,-120.783493,0.0,63.0,38.0,29.89,10.0,,3
38.474407,-121.419067,0.0,62.1,67.0,29.88,10.0,10.4,2
38.971458,-122.862,0.0,72.0,37.0,29.89,10.0,,2
38.651794,-121.063103,0.0,60.8,68.0,29.89,10.0,6.9,2
37.987347,-121.344704,0.0,66.0,54.0,29.89,10.0,11.5,3
38.529095,-121.470215,0.0,57.9,78.0,29.89,10.0,8.1,2
39.447063,-123.385353,0.0,66.0,47.0,29.9,10.0,3.5,2
37.807072,-122.475616,0.0,57.0,77.0,29.98,10.0,,2
38.021812,-121.96077,0.0,57.9,72.0,29.9,10.0,18.4,2
37.552634999999995,-122.295593,0.0,57.2,77.0,29.99,10.0,3.5,2
37.983276,-122.041641,0.0,57.9,72.0,29.9,10.0,18.4,2
38.017952,-121.894058,0.0,57.9,72.0,29.9,10.0,18.4,2
38.717106,-120.765411,0.0,64.4,59.0,29.99,10.0,9.2,2
37.969894,-121.922874,0.0,57.9,72.0,29.9,10.0,18.4,2
38.661057,-121.364296,0.0,59.0,72.0,29.91,8.0,11.5,2
38.106026,-122.219177,0.0,54.0,90.0,29.92,10.0,,2
37.691395,-122.10881,0.0,59.0,72.0,29.99,10.0,9.2,2
37.39122800000001,-122.06842,0.0,55.9,84.0,29.99,10.0,5.8,2
37.825668,-122.275093,0.0,57.0,77.0,29.98,10.0,11.5,3
38.48119000000001,-121.51075,0.0,59.0,78.0,29.93,10.0,5.8,3
37.152908,-121.652679,0.0,55.4,82.0,30.03,10.0,8.1,2
37.549759,-122.025047,0.0,62.6,68.0,30.0,10.0,6.9,3
37.546719,-122.022758,0.0,62.6,68.0,30.0,10.0,6.9,3
38.018745,-121.94288600000002,0.0,62.1,62.0,29.93,10.0,16.1,2
38.101742,-121.178413,0.0,68.0,56.0,29.94,10.0,5.8,2
37.66254,-122.386086,0.0,55.9,80.0,30.01,10.0,13.8,2
37.559978,-122.034531,0.0,62.6,68.0,30.0,10.0,6.9,3
37.750099,-122.39225,0.0,57.9,75.0,30.02,10.0,12.7,3
37.63028,-122.115051,0.0,60.1,67.0,30.04,10.0,9.2,2
37.275826,-121.94632,0.0,66.0,56.0,30.0,10.0,4.6,2
36.760738,-121.751297,0.0,61.0,70.0,30.06,10.0,6.9,2
37.825649,-122.304092,0.0,57.9,75.0,30.02,10.0,12.7,3
38.525612,-121.521439,0.0,66.9,59.0,29.95,10.0,11.5,3
37.831749,-122.003883,0.0,64.0,58.0,29.94,10.0,17.3,3
39.348869,-122.195129,0.0,75.2,47.0,29.93,25.0,5.8,3
38.207825,-122.155121,0.0,63.0,70.0,29.96,10.0,13.8,2
38.022038,-121.96019,0.0,66.9,52.0,29.93,10.0,18.4,2
37.45137800000001,-121.892654,0.0,71.1,45.0,29.99,10.0,3.5,3
38.236862,-122.099663,0.0,63.0,70.0,29.96,10.0,13.8,3
37.36422,-121.90148899999998,0.0,71.1,45.0,29.99,10.0,3.5,2
39.181252,-121.592308,0.0,73.0,48.0,29.95,10.0,8.1,2
38.524895,-121.467789,0.0,70.0,53.0,29.94,10.0,8.1,2
38.519855,-121.465096,0.0,70.0,53.0,29.94,10.0,8.1,2
38.643349,-121.114876,0.0,69.8,53.0,29.94,10.0,6.9,2
37.720112,-121.65863799999998,0.0,68.0,52.0,29.97,10.0,9.2,3
38.207825,-122.155121,0.0,64.9,63.0,29.98,10.0,13.8,3
37.741856,-121.57531000000002,0.0,72.0,46.0,29.97,10.0,12.7,3
37.895218,-122.308243,0.0,62.1,65.0,30.02,10.0,11.5,3
38.001179,-122.282356,0.0,71.1,45.0,29.93,10.0,16.1,3
38.025764,-122.259537,0.0,71.1,45.0,29.93,10.0,16.1,3
37.33749,-122.059494,0.0,69.1,57.0,30.02,10.0,10.4,2
37.410065,-121.879219,0.0,72.0,48.0,29.99,10.0,6.9,3
37.849026,-122.235687,0.0,63.0,65.0,30.03,10.0,11.5,2
37.374294,-121.963257,0.0,72.0,48.0,29.99,10.0,6.9,2
37.905491,-122.069656,0.0,75.9,40.0,29.92,10.0,13.8,3
37.701393,-121.769829,0.0,75.0,43.0,29.96,10.0,10.4,3
37.970802,-122.320351,0.0,78.1,36.0,29.91,10.0,16.1,3
38.055523,-122.224762,0.0,79.0,34.0,29.9,10.0,17.3,3
37.684505,-122.099258,0.0,64.9,58.0,30.04,10.0,15.0,2
37.595844,-122.059029,0.0,66.0,54.0,30.03,10.0,15.0,3
36.787785,-121.667953,0.0,64.0,63.0,30.06,10.0,13.8,2
38.786572,-121.283943,0.0,80.6,37.0,29.92,9.0,10.4,2
37.397366,-121.13842,0.0,84.9,27.0,29.91,10.0,4.6,3
37.325378,-121.110138,0.0,84.9,27.0,29.91,10.0,4.6,3
38.688408,-121.070969,0.0,80.6,39.0,29.91,10.0,8.1,2
38.733096999999994,-120.779434,0.0,77.0,34.0,30.02,10.0,6.9,2
37.778088,-122.401169,0.0,64.9,61.0,30.02,10.0,18.4,3
38.686512,-121.382896,0.0,82.4,35.0,29.91,9.0,10.4,2
37.783203,-121.195694,0.0,86.0,32.0,29.9,10.0,8.1,2
37.798504,-121.052063,0.0,89.1,23.0,29.89,10.0,10.4,2
